call,a,b,result
logf,429C97C1,,408B893B
log10f,429C97C1,,3FF26621
logf,44C7EE16,,40EC13BC
log10f,44C7EE16,,404D0DD0
logf,3CD66294,,C0692933
log10f,3CD66294,,BFCA8561
logf,410CE45F,,400B39D8
log10f,410CE45F,,3F71DC39
logf,394B0427,,C108CB66
log10f,394B0427,,C06DA2ED
logf,43DFA7BB,,40C34DD9
log10f,43DFA7BB,,4029A394
logf,3A6835A2,,C0E0EDA5
log10f,3A6835A2,,C0435EC8
logf,4399BDA5,,40B74F2D
log10f,4399BDA5,,401F386E
logf,3652DC02,,C14ABAEC
log10f,3652DC02,,C0B016D5
logf,371C7FD5,,C13951D7
log10f,371C7FD5,,C0A0F775
logf,3C023E13,,C09AB58E
log10f,3C023E13,,C00660F3
logf,3D94BF78,,C027D4D8
log10f,3D94BF78,,BF91C6CA
logf,3FD4207A,,3F0151CA
log10f,3FD4207A,,3E60A6A6
logf,43BF843E,,40BE5703
log10f,43BF843E,,402553BF
logf,3D6CAE94,,C0367796
log10f,3D6CAE94,,BF9E7D2B
logf,388A0D5F,,C11A0E2B
log10f,388A0D5F,,C085CF8E
logf,3A82121E,,C0DD4B26
log10f,3A82121E,,C0403690
logf,3D94C31F,,C027D345
log10f,3D94C31F,,BF91C56C
logf,44974406,,40E326BF
log10f,44974406,,40454D18
logf,371059FE,,C13A9CCC
log10f,371059FE,,C0A216ED
logf,461318F0,,4112664F
log10f,461318F0,,407E527E
logf,4591FE26,,4107304E
log10f,4591FE26,,406AD8C8
logf,36067378,,C151EE16
log10f,36067378,,C0B657C8
logf,385FD9F8,,C11D697E
log10f,385FD9F8,,C088B9F5
logf,374EAE3C,,C134DEA6
log10f,374EAE3C,,C09D19F8
logf,46046F40,,4110B834
log10f,46046F40,,407B6753
logf,36F4E1E8,,C13D3F15
log10f,36F4E1E8,,C0A4609A
logf,459C48A9,,4108474F
log10f,459C48A9,,406CBD77
logf,40A4AF59,,3FD1B3C3
log10f,40A4AF59,,3F36251F
logf,360C6C17,,C1513C1A
log10f,360C6C17,,C0B5BD30
logf,3772A9DC,,C1324D3D
log10f,3772A9DC,,C09ADEF3
logf,3D250BD7,,C04D89E1
log10f,3D250BD7,,BFB2874F
logf,45512C17,,4101DA19
log10f,45512C17,,40619371
logf,3EC1CD6A,,BF78B347
log10f,3EC1CD6A,,BED804B2
logf,3814D2E0,,C123F190
log10f,3814D2E0,,C08E664D
logf,3887E39E,,C11A4EDB
log10f,3887E39E,,C08607BE
logf,3C8AB427,,C08283AC
log10f,3C8AB427,,BFE2BA05
logf,3D00BD59,,C05D7037
log10f,3D00BD59,,BFC056C2
logf,3605B4F7,,C15204D2
log10f,3605B4F7,,C0B66B87
logf,3D59E832,,C03BC1B4
log10f,3D59E832,,BFA31557
logf,3E961CA1,,BF9D0C81
log10f,3E961CA1,,BF086930
logf,3C81BF2D,,C084A688
log10f,3C81BF2D,,BFE67003
logf,45717F4D,,410426B2
log10f,45717F4D,,406591F0
logf,384BCB2A,,C11EEA01
log10f,384BCB2A,,C08A07F1
logf,3A1F080B,,C0ED0AA1
log10f,3A1F080B,,C04DE443
logf,3CB6E7DF,,C0735306
log10f,3CB6E7DF,,BFD3594C
logf,3B519DA9,,C0B7D7AE
log10f,3B519DA9,,C01FAEFE
logf,3F1A1E27,,BF01E8EB
log10f,3F1A1E27,,BE61AD2F
logf,44CAB9ED,,40EC8584
log10f,44CAB9ED,,404D70A4
logf,39CAEDE3,,C0FB6C0B
log10f,39CAEDE3,,C05A61E6
logf,40A5C10C,,3FD287CE
log10f,40A5C10C,,3F36DD4D
logf,44BED9EC,,40EA9707
log10f,44BED9EC,,404BC322
logf,393D9B92,,C109E346
log10f,393D9B92,,C06F891E
logf,41260AD0,,4015BCE2
log10f,41260AD0,,3F820F85
logf,3708B622,,C13B7B89
log10f,3708B622,,C0A2D864
logf,3B11FCD0,,C0C36B2E
log10f,3B11FCD0,,C029BD0F
logf,410CBBFA,,400B277C
log10f,410CBBFA,,3F71BC54
logf,38796EAA,,C11BAE49
log10f,38796EAA,,C08738FE
logf,3A9204E7,,C0D997AB
log10f,3A9204E7,,C03CFF98
logf,3B9454E6,,C0ACBA6D
log10f,3B9454E6,,C01607A3
logf,39027B3E,,C10FDE0E
log10f,39027B3E,,C079EC5C
logf,3C84000A,,C084197B
log10f,3C84000A,,BFE57AFB
logf,433666E9,,40A6994C
log10f,433666E9,,4010B4B5
logf,382EACFF,,C1216183
log10f,382EACFF,,C08C2C76
logf,45BE99B1,,410B7463
log10f,45BE99B1,,407241ED
logf,45CA4066,,410C676B
log10f,45CA4066,,4073E81C
logf,3B30D9DA,,C0BD4812
log10f,3B30D9DA,,C0246868
logf,3C293259,,C0925601
log10f,3C293259,,BFFE362B
logf,3CA6A452,,C07948C4
log10f,3CA6A452,,BFD8868A
logf,3BB02D8A,,C0A7390C
log10f,3BB02D8A,,C0113F77
logf,44095927,,40C9E1CE
log10f,44095927,,402F5A3F
logf,45BA602B,,410B1894
log10f,45BA602B,,4071A26F
logf,42AA4F28,,408E3916
log10f,42AA4F28,,3FF7110F
logf,43544876,,40AB7416
log10f,43544876,,4014EC2E
logf,37F315FC,,C1272EFC
log10f,37F315FC,,C09136B9
logf,36AD5744,,C142C653
log10f,36AD5744,,C0A92DDE
logf,39F87F74,,C0F4F089
log10f,39F87F74,,C054C078
logf,3DBDD226,,C01839F8
log10f,3DBDD226,,BF8438E2
logf,40470AA6,,3F913B95
log10f,40470AA6,,3EFC4B8C
logf,38A134E0,,C1179310
log10f,38A134E0,,C083A7EA
logf,420F7FBC,,40651F45
log10f,420F7FBC,,3FC70352
logf,3AD32607,,C0CDCA43
log10f,3AD32607,,C032BF3B
logf,3744E7CA,,C135A51B
log10f,3744E7CA,,C09DC659
logf,45CAB81C,,410C70E0
log10f,45CAB81C,,4073F88B
logf,35E0619C,,C154D377
log10f,35E0619C,,C0B8DBBC
logf,38C8905A,,C114144F
log10f,38C8905A,,C0809EBD
logf,3ABD6796,,C0D1448A
log10f,3ABD6796,,C035C484
logf,416B4685,,402C0AF3
log10f,416B4685,,3F956F38
logf,3BBA5D90,,C0A56C87
log10f,3BBA5D90,,C00FAF77
logf,3FCE0EFB,,3EF3C74D
log10f,3FCE0EFB,,3E53BE4B
logf,36DF5A30,,C13EB808
log10f,36DF5A30,,C0A5A803
logf,3F352D71,,BEB0FF9E
log10f,3F352D71,,BE19BD2C
logf,362E1414,,C14DCC11
log10f,362E1414,,C0B2C0CC
logf,4497C49A,,40E341E6
log10f,4497C49A,,404564AF
logf,41EBCA78,,40588B54
log10f,41EBCA78,,3FBC1684
logf,35D45926,,C155B53C
log10f,35D45926,,C0B99FD6
logf,44447332,,40D555A0
log10f,44447332,,40394CCB
logf,37057085,,C13BDEC2
log10f,37057085,,C0A32E93
logf,3C85D832,,C083A7CF
log10f,3C85D832,,BFE4B584
logf,3AD183F6,,C0CE09DE
log10f,3AD183F6,,C032F67A
logf,3D2F280A,,C049BBCB
log10f,3D2F280A,,BFAF393A
logf,3A6B4E6D,,C0E0811D
log10f,3A6B4E6D,,C0430083
logf,3A79E934,,C0DE93D2
log10f,3A79E934,,C041540B
logf,39BEEAB2,,C0FD5FEB
log10f,39BEEAB2,,C05C1415
logf,379FD850,,C12DE411
log10f,379FD850,,C0970A2A
logf,3CE24F8C,,C065B23F
log10f,3CE24F8C,,BFC782FC
logf,3AF69131,,C0C8D3E8
log10f,3AF69131,,C02E6FD1
logf,3C13F906,,C096A002
log10f,3C13F906,,C002D4CC
logf,4520086C,,40FB228E
log10f,4520086C,,405A2211
logf,45B6D397,,410AC9D3
log10f,45B6D397,,407119A1
logf,3F31BA3B,,BEBAD79B
log10f,3F31BA3B,,BE224A01
logf,4112F920,,400DEE29
log10f,4112F920,,3F768EE7
logf,3A771010,,C0DEF1B8
log10f,3A771010,,C041A59B
logf,41025E50,,400641F5
log10f,41025E50,,3F693ABB
logf,40BEAEF0,,3FE476E4
log10f,40BEAEF0,,3F467112
logf,3ACE8423,,C0CE7FFD
log10f,3ACE8423,,C0335D13
logf,4442CFCF,,40D51106
log10f,4442CFCF,,40391135
logf,46068B33,,4110F8ED
log10f,46068B33,,407BD7C1
logf,361B7B71,,C14F9ACF
log10f,361B7B71,,C0B452BC
logf,39E85C0F,,C0F7169D
log10f,39E85C0F,,C0569E42
logf,3FB16ED0,,3EA73323
log10f,3FB16ED0,,3E113A55
logf,37815E8A,,C1314682
log10f,37815E8A,,C099FABF
logf,439CD419,,40B7F213
log10f,439CD419,,401FC5EB
logf,406620B9,,3FA3CEE8
log10f,406620B9,,3F0E4833
logf,35FB5111,,C153031D
log10f,35FB5111,,C0B74868
logf,3F6CA9F5,,BDA0D7BB
log10f,3F6CA9F5,,BD0BB4C9
logf,40B60B6E,,3FDE87B2
log10f,40B60B6E,,3F414983
logf,44B7EC00,,40E9680F
log10f,44B7EC00,,404ABBFB
logf,40EB4AAD,,3FFF5F1D
log10f,40EB4AAD,,3F5DD01A
logf,371BF0B9,,C139607F
log10f,371BF0B9,,C0A10431
logf,39769EE5,,C105AE75
log10f,39769EE5,,C0683A7F
logf,3803E191,,C125E09D
log10f,3803E191,,C090144B
logf,3C08B1E3,,C0992972
log10f,3C08B1E3,,C00508E4
logf,3E659A02,,BFBF604C
log10f,3E659A02,,BF263A2B
logf,3C3B97D4,,C08F087B
log10f,3C3B97D4,,BFF87958
logf,3E22CB8B,,BFEB63AE
log10f,3E22CB8B,,BF4C74E5
logf,45C19229,,410BB3BB
log10f,45C19229,,4072AFF7
logf,41AC4F88,,4044788C
log10f,41AC4F88,,3FAAA706
logf,44B37A93,,40E89FBC
log10f,44B37A93,,404A0DFA
logf,44C641E4,,40EBCEE9
log10f,44C641E4,,404CD208
logf,41499E73,,402229A1
log10f,41499E73,,3F8CDA48
logf,3DCC2633,,C01391B3
log10f,3DCC2633,,BF802D4B
logf,3FBA7C89,,3EC0AE1E
log10f,3FBA7C89,,3E275C1F
logf,359F666D,,C15A4C02
log10f,359F666D,,C0BD9C3B
logf,38AA555F,,C116B17E
log10f,38AA555F,,C082E3FC
logf,3A639549,,C0E19281
log10f,3A639549,,C043EDFA
logf,3AF5436E,,C0C8FF57
log10f,3AF5436E,,C02E958A
logf,36D45EF8,,C13F8688
log10f,36D45EF8,,C0A65B61
logf,3A43F7A0,,C0E65BC3
log10f,3A43F7A0,,C0481639
logf,3B8E0F81,,C0AE1C4C
log10f,3B8E0F81,,C0173B02
logf,3B37D46E,,C0BC0B04
log10f,3B37D46E,,C0235504
logf,4481883F,,40DE3019
log10f,4481883F,,4040FD6D
logf,3D88EDC7,,C02D214E
log10f,3D88EDC7,,BF9660FF
logf,38B882AB,,C1156A06
log10f,38B882AB,,C081C78D
logf,3EBEC702,,BF7CBA49
log10f,3EBEC702,,BEDB8437
logf,3E003250,,C004FC6F
log10f,3E003250,,BF67053D
logf,42A2AC0E,,408CC13E
log10f,42A2AC0E,,3FF48428
logf,395E45A1,,C107583C
log10f,395E45A1,,C06B1E26
logf,3C96E670,,C07FA288
log10f,3C96E670,,BFDE0AA9
logf,3D74F667,,C034442C
log10f,3D74F667,,BF9C93CB
logf,3B011F77,,C0C758CD
log10f,3B011F77,,C02D2688
logf,408AA315,,3FBBA9EE
log10f,408AA315,,3F2300B1
logf,3FF0B2AB,,3F21AACD
log10f,3FF0B2AB,,3E8C6C1F
logf,4183818B,,40332CD4
log10f,4183818B,,3F9BA129
logf,38CBB85F,,C113D45A
log10f,38CBB85F,,C080672F
logf,36107D8E,,C150C71F
log10f,36107D8E,,C0B55794
logf,398903BF,,C103FECF
log10f,398903BF,,C0654CA5
logf,387C612C,,C11B7E2C
log10f,387C612C,,C0870F34
logf,42397FBA,,40758D64
log10f,42397FBA,,3FD548B6
logf,381D6242,,C1230C7F
log10f,381D6242,,C08D9F55
logf,37201D96,,C138F445
log10f,37201D96,,C0A0A630
logf,3D6F5C53,,C035BF33
log10f,3D6F5C53,,BF9DDD03
logf,406F62B3,,3FA8DB4B
log10f,406F62B3,,3F12AAC0
logf,415E7843,,40287602
log10f,415E7843,,3F9252C6
logf,3D8E2299,,C02ABDE7
log10f,3D8E2299,,BF944DF0
logf,4397E66D,,40B6EC81
log10f,4397E66D,,401EE2B9
logf,35A20466,,C15A094E
log10f,35A20466,,C0BD624B
logf,4301DD9C,,409BBA5F
log10f,4301DD9C,,4007437E
logf,44F0597E,,40F1F81A
log10f,44F0597E,,40522BF7
logf,3A6C8E73,,C0E055B5
log10f,3A6C8E73,,C042DAD0
logf,386C24FE,,C11C8E84
log10f,386C24FE,,C087FBC2
logf,3A0D630E,,C0F0CE05
log10f,3A0D630E,,C051290E
logf,38C41B53,,C114705C
log10f,38C41B53,,C080EEB2
logf,4070EA18,,3FA9ABE8
log10f,4070EA18,,3F135FF4
logf,3D425DB1,,C04312D0
log10f,3D425DB1,,BFA9704D
logf,420B5F8F,,40634150
log10f,420B5F8F,,3FC5642C
logf,3845A8FD,,C11F672D
log10f,3845A8FD,,C08A74A9
logf,39CA5ACD,,C0FB8346
log10f,39CA5ACD,,C05A7613
logf,45E6CF53,,410E846D
log10f,45E6CF53,,407793F0
logf,3F5E3A5F,,BE10DE6E
log10f,3F5E3A5F,,BD7BA9BB
logf,41B8A8FB,,4048E69C
log10f,41B8A8FB,,3FAE800F
logf,3ABEBCFA,,C0D10B10
log10f,3ABEBCFA,,C0359298
logf,39C52D85,,C0FC5794
log10f,39C52D85,,C05B2E7B
logf,3B8E3B39,,C0AE1275
log10f,3B8E3B39,,C0173275
logf,36208859,,C14F17E1
log10f,36208859,,C0B3E102
logf,3D15A43E,,C053CF3B
log10f,3D15A43E,,BFB7F9B3
logf,3C191E0F,,C0958808
log10f,3C191E0F,,C001E19D
logf,3A23E0BC,,C0EC14B5
log10f,3A23E0BC,,C04D0EA8
logf,400CB0EC,,3F49A5A2
log10f,400CB0EC,,3EAF25FC
logf,3835C7AB,,C120BE39
log10f,3835C7AB,,C08B9EA1
logf,3CC029D0,,C0702A12
log10f,3CC029D0,,BFD09AA5
logf,41A7D687,,4042C9A6
log10f,41A7D687,,3FA930C1
logf,4022174A,,3F6DE4F2
log10f,4022174A,,3ECEA1E4
logf,3713341F,,C13A4CA9
log10f,3713341F,,C0A1D151
logf,3CEEF806,,C0623690
log10f,3CEEF806,,BFC47C7A
logf,379372CF,,C12F2EB8
log10f,379372CF,,C098295E
logf,452698C7,,40FC6BD9
log10f,452698C7,,405B4016
logf,3D103B77,,C0562A74
log10f,3D103B77,,BFBA05A7
logf,450EAADA,,40F77598
log10f,450EAADA,,4056F0C2
logf,440021F8,,40C7A8D8
log10f,440021F8,,402D6C0D
logf,41FE34F9,,405D5B75
log10f,41FE34F9,,3FC044BA
logf,37579DE4,,C1343146
log10f,37579DE4,,C09C8361
logf,37E7E374,,C127F024
log10f,37E7E374,,C091DE80
logf,4539B647,,40FFE5AC
log10f,4539B647,,405E44FA
logf,424182CB,,4078422F
log10f,424182CB,,3FD7A276
logf,3FA7E748,,3E8AEF8A
log10f,3FA7E748,,3DF15B25
logf,4125A72F,,40159670
log10f,4125A72F,,3F81EE20
logf,450E7D75,,40F76B68
log10f,450E7D75,,4056E7E9
logf,43FD242B,,40C7445D
log10f,43FD242B,,402D14C6
logf,40F4B32D,,400231EB
log10f,40F4B32D,,3F622BFF
logf,3E4AA868,,BFCF5A9D
log10f,3E4AA868,,BF341AF9
logf,3F959593,,3E1F91D1
log10f,3F959593,,3D8A99B3
logf,35955B07,,C15B569B
log10f,35955B07,,C0BE83CC
logf,4294DC79,,4089EA6F
log10f,4294DC79,,3FEF958E
logf,459E83F0,,41088162
log10f,459E83F0,,406D2259
logf,3632A36E,,C14D6227
log10f,3632A36E,,C0B264CE
logf,398E90B7,,C1035C25
log10f,398E90B7,,C0643212
logf,3B9B565E,,C0AB4060
log10f,3B9B565E,,C014BF44
logf,3ADA1D67,,C0CCC05A
log10f,3ADA1D67,,C031D844
logf,441570F7,,40CC9514
log10f,441570F7,,4031B2AD
logf,3E526239,,BFCA90A2
log10f,3E526239,,BF2FF21A
logf,421C23FF,,406A868E
log10f,421C23FF,,3FCBB4D4
logf,3FA08639,,3E67D95D
log10f,3FA08639,,3DC961AD
logf,385A3F90,,C11DD153
log10f,385A3F90,,C0891425
logf,43AB3F61,,40BAC29F
log10f,43AB3F61,,402237C7
logf,36758188,,C1484BCC
log10f,36758188,,C0ADF998
logf,3A6FC333,,C0DFE76D
log10f,3A6FC333,,C0427B06
logf,42B69666,,4090735D
log10f,42B69666,,3FFAEFBB
logf,3E03E980,,C0032852
log10f,3E03E980,,BF63D80B
logf,395AEB96,,C1079679
log10f,395AEB96,,C06B8A44
logf,4095BB12,,3FC58464
log10f,4095BB12,,3F2B8FAC
logf,39D69C6C,,C0F9A18A
log10f,39D69C6C,,C058D3A6
logf,3B2FD82C,,C0BD76D4
log10f,3B2FD82C,,C0249105
logf,4301585F,,409B997A
log10f,4301585F,,400726EB
logf,38FF13D2,,C1103B7D
log10f,38FF13D2,,C07A8EAC
logf,3759C72B,,C134086C
log10f,3759C72B,,C09C5FE5
logf,3C8AFDF5,,C08272A9
log10f,3C8AFDF5,,BFE29C78
logf,449D68E5,,40E46CE7
log10f,449D68E5,,40466864
logf,36469986,,C14BB046
log10f,36469986,,C0B0EBF1
logf,3A612E7A,,C0E1E969
log10f,3A612E7A,,C0443976
logf,3F768424,,BD1A9F93
log10f,3F768424,,BC864DDB
logf,3F15EF48,,BF08F44B
log10f,3F15EF48,,BE6DE9F8
logf,447AF668,,40DD2BD0
log10f,447AF668,,40401B58
logf,3F8928EB,,3D8D8D0A
log10f,3F8928EB,,3CF5E630
logf,3B8ED834,,C0ADEF36
log10f,3B8ED834,,C01713D8
logf,43FE99E1,,40C77378
log10f,43FE99E1,,402D3DB1
logf,40368DE2,,3F862A3F
log10f,40368DE2,,3EE9118A
logf,3F97BA88,,3E2E2518
log10f,3F97BA88,,3D9742A6
logf,397D1D30,,C1054402
log10f,397D1D30,,C0678194
logf,45945534,,41077170
log10f,45945534,,406B49EE
logf,3D911DEF,,C02969BF
log10f,3D911DEF,,BF93267B
logf,4246602A,,4079D8F9
log10f,4246602A,,3FD903CC
logf,41943A9E,,403AD616
log10f,41943A9E,,3FA248AF
logf,37151631,,C13A1898
log10f,37151631,,C0A1A418
logf,45214978,,40FB6280
log10f,45214978,,405A599C
logf,3F2274E8,,BEE8D71C
log10f,3F2274E8,,BE4A3E14
logf,38085A13,,C1255810
log10f,38085A13,,C08F9DB0
logf,39777DDD,,C105A004
log10f,39777DDD,,C068216A
logf,3BBDD721,,C0A4D531
log10f,3BBDD721,,C00F2C04
logf,40860274,,3FB75186
log10f,40860274,,3F1F3A77
logf,3D49D6F7,,C040A8A1
log10f,3D49D6F7,,BFA7575B
logf,3635EB6A,,C14D179A
log10f,3635EB6A,,C0B2240C
logf,44D64739,,40EE4B81
log10f,44D64739,,404EFAF8
logf,4304382E,,409C4D85
log10f,4304382E,,4007C34E
logf,43AF50B9,,40BB82F0
log10f,43AF50B9,,4022DED2
logf,37AEE774,,C12C734B
log10f,37AEE774,,C095C9DA
logf,44D68920,,40EE5557
log10f,44D68920,,404F0383
logf,3A1BF399,,C0EDAAD6
log10f,3A1BF399,,C04E6F6A
logf,363033CB,,C14D9A65
log10f,363033CB,,C0B295A7
logf,459EB8EE,,410886BA
log10f,459EB8EE,,406D2BA2
logf,3F02D293,,BF2BDCA6
log10f,3F02D293,,BE954701
logf,4021D07C,,3F6D7506
log10f,4021D07C,,3ECE40AC
logf,3E984EA1,,BF9B30C2
log10f,3E984EA1,,BF06CBF6
logf,3D521F3B,,C03E15C2
log10f,3D521F3B,,BFA51B10
logf,398E0B5D,,C1036B23
log10f,398E0B5D,,C0644C1E
logf,44A218BE,,40E55D43
log10f,44A218BE,,4047392A
logf,3B2B30FA,,C0BE5285
log10f,3B2B30FA,,C0254FD8
logf,44413315,,40D4CCF2
log10f,44413315,,4038D613
logf,3E1D67F6,,BFEFB2C2
log10f,3E1D67F6,,BF503304
logf,3F216B96,,BEEC1DF9
log10f,3F216B96,,BE4D16B5
logf,43B768FE,,40BCF4B6
log10f,43B768FE,,40242001
logf,359230CF,,C15BAE56
log10f,359230CF,,C0BECFFF
logf,3B4CF099,,C0B8907E
log10f,3B4CF099,,C0204F85
logf,3F2DFEAF,,BEC5B5AD
log10f,3F2DFEAF,,BE2BBA7B
logf,372262D1,,C138BA99
log10f,372262D1,,C0A07417
logf,3A538BE2,,C0E3E91A
log10f,3A538BE2,,C045F5E9
logf,3834E809,,C120D1F4
log10f,3834E809,,C08BAFC5
logf,39A4F7D0,,C1010654
log10f,39A4F7D0,,C060238E
logf,3E430A8B,,BFD441E6
log10f,3E430A8B,,BF385D4D
logf,3E7FE0B5,,BFB181BE
log10f,3E7FE0B5,,BF1A2E32
logf,44A4B652,,40E5E063
log10f,44A4B652,,4047AB10
logf,4612A75A,,411259F0
log10f,4612A75A,,407E3D00
logf,3F2D68C2,,BEC76F98
log10f,3F2D68C2,,BE2D3A54
logf,4361E213,,40AD70C9
log10f,4361E213,,4016A608
logf,42F832B4,,409A4649
log10f,42F832B4,,4006004D
logf,3CC2917A,,C06F5E4B
log10f,3CC2917A,,BFCFE9A6
logf,45932DA8,,4107516F
log10f,45932DA8,,406B1255
logf,41AA6437,,4043C109
log10f,41AA6437,,3FAA07A1
logf,4162131B,,40297D5C
log10f,4162131B,,3F933785
logf,35A5F8E6,,C159A684
log10f,35A5F8E6,,C0BD0C7D
logf,412D166D,,401865BB
log10f,412D166D,,3F845EE5
logf,3A3D48C4,,C0E77802
log10f,3A3D48C4,,C0490D1D
logf,40481917,,3F91E909
log10f,40481917,,3EFD78DF
logf,39A8B849,,C100AA37
log10f,39A8B849,,C05F838B
logf,42142A47,,40672B8D
log10f,42142A47,,3FC8CAB4
logf,4453C42F,,40D7BCA5
log10f,4453C42F,,403B62FE
logf,382F087A,,C1215924
log10f,382F087A,,C08C2530
logf,37225557,,C138BBED
log10f,37225557,,C0A0753F
logf,4282EC10,,4085CE7C
log10f,4282EC10,,3FE87222
logf,40CD45E5,,3FEDE6C5
log10f,40CD45E5,,3F4EA379
logf,40C33BF6,,3FE77BC0
log10f,40C33BF6,,3F49105E
logf,4019ADFC,,3F6040AF
log10f,4019ADFC,,3EC2C88D
logf,40DF959F,,3FF8D6BD
log10f,40DF959F,,3F58237F
logf,3600093B,,C152B655
log10f,3600093B,,C0B705B7
logf,392B21F0,,C10B8730
log10f,392B21F0,,C0726296
logf,4287410A,,4086D927
log10f,4287410A,,3FEA4162
logf,3AC9CDA0,,C0CF3D1B
log10f,3AC9CDA0,,C0340157
logf,3BE6A990,,C09E999F
log10f,3BE6A990,,C009C21F
logf,360ECCF5,,C150F74E
log10f,360ECCF5,,C0B5816F
logf,4392A090,,40B5CB15
log10f,4392A090,,401DE756
logf,44DBDF29,,40EF1E9B
log10f,44DBDF29,,404FB254
logf,452F3EC1,,40FE0A71
log10f,452F3EC1,,405CA832
logf,43899F36,,40B3C3D9
log10f,43899F36,,401C2455
logf,3DF4048E,,C00826F5
log10f,3DF4048E,,BF6C8544
logf,427D57EC,,4084C01E
log10f,427D57EC,,3FE69C75
logf,405A9BA3,,3F9D3C1C
log10f,405A9BA3,,3F08928A
logf,4530DEAA,,40FE5609
log10f,4530DEAA,,405CE9DC
logf,41EEA27A,,40594FBF
log10f,41EEA27A,,3FBCC11F
logf,3BEE64A5,,C09D8B90
log10f,3BEE64A5,,C008D78D
logf,407FE8AF,,3FB1666F
log10f,407FE8AF,,3F1A167A
logf,42138BED,,4066E702
log10f,42138BED,,3FC88F2B
logf,37040A91,,C13C09E7
log10f,37040A91,,C0A3540D
logf,45347388,,40FEFA43
log10f,45347388,,405D7881
logf,3C3CF3C2,,C08ECD58
log10f,3C3CF3C2,,BFF8129D
logf,3B25FBE2,,C0BF4F94
log10f,3B25FBE2,,C0262BA5
logf,412B1D3C,,4017A9DC
log10f,412B1D3C,,3F83BBB7
logf,3A800B3C,,C0DDCBCF
log10f,3A800B3C,,C040A651
logf,3DD87598,,C00FD264
log10f,3DD87598,,BF79D818
logf,42CEF576,,409475BE
log10f,42CEF576,,4000F35E
logf,36D6938A,,C13F5C38
log10f,36D6938A,,C0A636A0
logf,388E2FBB,,C119954E
log10f,388E2FBB,,C0856694
logf,3D814C24,,C030CCDC
log10f,3D814C24,,BF999116
logf,4175B0C0,,402ED0A1
log10f,4175B0C0,,3F97D7A4
logf,43ECDBE9,,40C523BC
log10f,43ECDBE9,,402B3BB8
logf,3DF6AF4C,,C00774DD
log10f,3DF6AF4C,,BF6B4FE2
logf,451CA1D8,,40FA7299
log10f,451CA1D8,,4059893C
logf,404D0805,,3F95071E
log10f,404D0805,,3F0171A4
logf,4339739A,,40A72120
log10f,4339739A,,40112AB0
logf,3AE73A00,,C0CAE222
log10f,3AE73A00,,C03038E3
logf,40DA247F,,3FF5AF52
log10f,40DA247F,,3F55662F
logf,40AE07C6,,3FD8C468
log10f,40AE07C6,,3F3C4818
logf,39A2B047,,C1013F52
log10f,39A2B047,,C060868F
logf,3FF4A972,,3F25D94D
log10f,3FF4A972,,3E900DF2
logf,3E194853,,BFF318A1
log10f,3E194853,,BF532693
logf,4213E3D5,,40670D18
log10f,4213E3D5,,3FC8B040
logf,3C4658DF,,C08D3FD4
log10f,3C4658DF,,BFF5600F
logf,385674C8,,C11E191E
log10f,385674C8,,C0895281
logf,41276810,,401642F3
log10f,41276810,,3F8283F8
logf,381776CB,,C123A988
log10f,381776CB,,C08E27BC
logf,3EBE747D,,BF7D291C
log10f,3EBE747D,,BEDBE47A
logf,3B891732,,C0AF4007
log10f,3B891732,,C0183866
logf,44A6816E,,40E6391A
log10f,44A6816E,,4047F81E
logf,403B5DDC,,3F897EDF
log10f,403B5DDC,,3EEEDAB3
logf,3A9E5308,,C0D700DF
log10f,3A9E5308,,C03ABFE5
logf,3AC95AAC,,C0CF4F5A
log10f,3AC95AAC,,C0341131
logf,45E7B641,,410E9467
log10f,45E7B641,,4077AFB1
logf,35AD62C9,,C158F386
log10f,35AD62C9,,C0BC7105
logf,3FC01797,,3ECFD804
log10f,3FC01797,,3E3487E5
logf,3DA07FF8,,C022F701
log10f,3DA07FF8,,BF8D8CAA
logf,4305AD66,,409CA75B
log10f,4305AD66,,40081155
logf,41198CF5,,4010BB75
log10f,41198CF5,,3F7B6CFA
logf,40AA076D,,3FD5CA33
log10f,40AA076D,,3F39B20C
logf,3A5D3CA8,,C0E27A2F
log10f,3A5D3CA8,,C044B736
logf,3C717223,,C086F511
log10f,3C717223,,BFEA71E0
logf,3E80DF90,,BFB0934A
log10f,3E80DF90,,BF195F14
logf,42CB4F85,,4093E40C
log10f,42CB4F85,,400074D2
logf,3B720954,,C0B33D93
log10f,3B720954,,C01BAFB4
logf,38A91B8C,,C116CF13
log10f,38A91B8C,,C082FDAE
logf,3FF14EAF,,3F225086
log10f,3FF14EAF,,3E8CFC10
logf,40D07CA0,,3FEFE3D1
log10f,40D07CA0,,3F505DA0
logf,44096CA2,,40C9E658
log10f,44096CA2,,402F5E30
logf,3A866226,,C0DC3FF1
log10f,3A866226,,C03F4E78
logf,44FCB644,,40F392FB
log10f,44FCB644,,405390D9
logf,3DD72F1A,,C0103336
log10f,3DD72F1A,,BF7A8049
logf,431978C2,,40A11291
log10f,431978C2,,400BE7E3
logf,40EF30D9,,4000BCD6
log10f,40EF30D9,,3F5FA3E4
logf,449EFFE7,,40E4BF3B
log10f,449EFFE7,,4046AFE6
logf,45F5387C,,410F7C7F
log10f,45F5387C,,407942E1
logf,3C00227C,,C09B3B37
log10f,3C00227C,,C006D50B
logf,369A2122,,C144A779
